geo_id,year,deped_id,total_teacher_male,total_teacher_female,total_teachers,total_student_male,total_student_female,total_student_enrollment,geo_id,deped_id,school_name,address,adm0,adm1,adm2,adm3,latitude,longitude,geom
TAN-015390,2021,EM.3920,6,0,6,95,113,208,TAN-015390,EM.3920,ULODALEO,,TZA,Mtwara,Tandahimba,Mkonjowano,-10.55924419,39.5594164,0101000020E61000004C6CE3F49AC74340570E2541551E25C0
TAN-015393,2021,EM.5208,5,0,5,318,352,670,TAN-015393,EM.5208,CHIKONGO,,TZA,Mtwara,Tandahimba,Mkoreha,-10.87692433,39.75719792,0101000020E6100000E77F87DCEBE043405BD5CC39FCC025C0
TAN-015396,2021,EM.5210,8,1,9,307,313,620,TAN-015396,EM.5210,CHILINDA,,TZA,Mtwara,Tandahimba,Mkoreha,-10.84785342,39.72959712,0101000020E6100000F1D33C7063DD43404C67EDD719B225C0
TAN-015399,2021,EM.13735,6,0,6,94,116,210,TAN-015399,EM.13735,DINYEKE,,TZA,Mtwara,Tandahimba,Mkoreha,-10.88616264,39.73651576,0101000020E61000002418FF2546DE43405B790B1CB7C525C0
TAN-015402,2021,EM.14886,3,3,6,190,174,364,TAN-015402,EM.14886,MISUFINI,,TZA,Mtwara,Tandahimba,Mkoreha,-10.866379,39.741048,0101000020E610000013622EA9DADE4340E3E13D0796BB25C0
TAN-015404,2021,EM.2292,6,1,7,56,57,113,TAN-015404,EM.2292,CHITOHOLI,,TZA,Mtwara,Tandahimba,Mkundi,-10.88670289,39.47103476,0101000020E610000057BDF4DD4ABC43402BA3D3EBFDC525C0
TAN-015405,2021,EM.14884,3,3,6,121,119,240,TAN-015405,EM.14884,CHITOHOLI 'A',,TZA,Mtwara,Tandahimba,Mkundi,-10.945648,39.48513,0101000020E61000007C2766BD18BE43403D0E83F92BE425C0
TAN-015408,2021,EM.4323,4,1,5,173,166,339,TAN-015408,EM.4323,DINEMBO,,TZA,Mtwara,Tandahimba,Mkundi,-10.93366548,39.50043907,0101000020E610000034A52F630EC043401F02DC6609DE25C0
TAN-015411,2021,EM.3152,7,0,7,185,170,355,TAN-015411,EM.3152,LIPALWE,,TZA,Mtwara,Tandahimba,Mkundi,-10.9455682,39.47122816,0101000020E6100000BF13503451BC43407246DE8321E425C0
TAN-015414,2021,EM.11414,5,0,5,90,98,188,TAN-015414,EM.11414,LIPALWE CHINI,,TZA,Mtwara,Tandahimba,Mkundi,-10.97530974,39.49602418,0101000020E6100000079067B87DBF4340608A59CC5BF325C0
TAN-015417,2021,EM.5221,5,3,8,416,397,813,TAN-015417,EM.5221,MIKUNDA,,TZA,Mtwara,Tandahimba,Mkundi,-10.945648,39.48513,0101000020E61000007C2766BD18BE43403D0E83F92BE425C0
TAN-015420,2021,EM.3911,4,1,5,177,196,373,TAN-015420,EM.3911,LIKOLOMBE,,TZA,Mtwara,Tandahimba,Mkwiti,-10.386975,39.381608,0101000020E61000002CF2EB87D8B043403CBD529621C624C0
TAN-015423,2021,EM.1903,5,1,6,152,152,304,TAN-015423,EM.1903,MKWITI,,TZA,Mtwara,Tandahimba,Mkwiti,-10.40167655,39.37750032,0101000020E6100000955034EE51B04340E5A37B8CA8CD24C0
TAN-015426,2021,EM.4326,10,3,13,450,495,945,TAN-015426,EM.4326,MAMBAMBA,,TZA,Mtwara,Tandahimba,Milongodi,-10.71464594,39.56607616,0101000020E6100000651F012F75C84340D2099912E66D25C0
TAN-015429,2021,EM.13353,5,2,7,137,138,275,TAN-015429,EM.13353,MFYATULA,,TZA,Mtwara,Newala,Mtopwa,-10.7168858,39.44770679,0101000020E6100000A29FC2744EB9434000EFD3A70B6F25C0
TAN-015432,2021,EM.5232,2,4,6,192,173,365,TAN-015432,EM.5232,MNDUMBWE,,TZA,Mtwara,Tandahimba,Mdumbwe,-10.71055226,39.48000573,0101000020E61000000E1FE8D370BD434008997D81CD6B25C0
TAN-015435,2021,EM.5233,5,1,6,145,173,318,TAN-015435,EM.5233,MTANDAVALA,,TZA,Mtwara,Tandahimba,Mdumbwe,-10.6960234,39.48289075,0101000020E61000003D65355DCFBD43405F80D82D5D6425C0
TAN-015438,2021,EM.5213,6,2,8,350,319,669,TAN-015438,EM.5213,JANGWANI,,TZA,Mtwara,Tandahimba,Mnyawa,-10.92195129,39.51830975,0101000020E610000056B950F957C243402B1CDEFF09D825C0
TAN-015441,2021,EM.4324,5,3,8,302,402,704,TAN-015441,EM.4324,MAHEHA,,TZA,Mtwara,Tandahimba,Mnyawa,-10.910077,39.524995,0101000020E610000021C8410933C34340FFAECF9CF5D125C0
TAN-015444,2021,EM.224,4,4,8,213,213,426,TAN-015444,EM.224,MNYAWA,,TZA,Mtwara,Tandahimba,Mnyawa,-10.89828778,39.54227915,0101000020E6100000BE46376769C543402EFE3A60ECCB25C0
TAN-015447,2021,EM.4331,7,1,8,268,235,503,TAN-015447,EM.4331,MUNDAMKULU,,TZA,Mtwara,Tandahimba,Mnyawa,-10.88691345,39.50908997,0101000020E610000091EF31DC29C14340DB430C8519C625C0
TAN-015450,2021,EM.5227,4,3,7,218,250,468,TAN-015450,EM.5227,MIVANGA,,TZA,Mtwara,Tandahimba,Nambahu,-10.68298818,39.6405723,0101000020E61000009C9CEB45FED14340234F71A0B05D25C0
TAN-015453,2021,EM.5239,5,3,8,286,254,540,TAN-015453,EM.5239,NACHUNYU,,TZA,Mtwara,Tandahimba,Nambahu,-10.68430335,39.58800789,0101000020E610000084ABB0D743CB4340249639025D5E25C0
TAN-015456,2021,EM.2671,9,1,10,299,306,605,TAN-015456,EM.2671,NAMBAHU,,TZA,Mtwara,Tandahimba,Nambahu,-10.64098783,39.62347051,0101000020E6100000373CB5E1CDCF4340D0F78D8E2F4825C0
TAN-015459,2021,EM.159,7,2,9,228,247,475,TAN-015459,EM.159,MILIDU,,TZA,Mtwara,Tandahimba,Namikupa,-10.82664068,39.64716921,0101000020E6100000CEF6CF70D6D2434052497C723DA725C0
TAN-015462,2021,EM.5247,7,7,14,327,368,695,TAN-015462,EM.5247,UKOMBOZI,,TZA,Mtwara,Tandahimba,Namikupa,-10.84619237,39.6299113,0101000020E6100000C070F8EEA0D04340AA8C562040B125C0
TAN-015465,2021,EM.5248,4,4,8,228,266,494,TAN-015465,EM.5248,ZAMBIA,,TZA,Mtwara,Tandahimba,Namikupa,-10.84897441,39.63155473,0101000020E6100000F77D0FC9D6D043408A2E1CC6ACB225C0
TAN-015468,2021,EM.5226,8,2,10,229,242,471,TAN-015468,EM.5226,MIULE,,TZA,Mtwara,Tandahimba,Nanhyanga,-10.80331338,39.56129922,0101000020E6100000CD9520A7D8C7434015142FE44B9B25C0
TAN-015471,2021,EM.2155,5,7,12,495,564,1059,TAN-015471,EM.2155,NANHYANGA 'A',,TZA,Mtwara,Tandahimba,Nanhyanga,-10.81486908,39.52120782,0101000020E6100000E4A816F0B6C24340433E228536A125C0
TAN-015472,2021,EM.7267,9,2,11,337,354,691,TAN-015472,EM.7267,NANHYANGA 'B',,TZA,Mtwara,Tandahimba,Nanhyanga,-10.83198404,39.55000871,0101000020E61000008AFB76AF66C643401B30E5CFF9A925C0
TAN-015473,2021,EM.5236,5,2,7,214,201,415,TAN-015473,EM.5236,MWANGAZA,,TZA,Mtwara,Tandahimba,Naputa,-10.83356103,39.69203725,0101000020E6100000902E36AD94D84340E123E682C8AA25C0
TAN-015476,2021,EM.5242,4,0,4,104,106,210,TAN-015476,EM.5242,NAMDWANI,,TZA,Mtwara,Tandahimba,Naputa,-10.85869197,39.67198585,0101000020E6100000F88FE0A103D64340C3F95079A6B725C0
TAN-015479,2021,EM.1326,5,1,6,315,282,597,TAN-015479,EM.1326,NAPUTA,,TZA,Mtwara,Tandahimba,Naputa,-10.84970863,39.70179012,0101000020E610000028073742D4D943403BF571020DB325C0
TAN-015482,2021,EM.3915,4,2,6,200,197,397,TAN-015482,EM.3915,MANGOMBYA,,TZA,Mtwara,Tandahimba,Ngunja,-10.47880008,39.34984142,0101000020E6100000D5D7889AC7AC434028D8B94825F524C0
TAN-015485,2021,EM.3918,4,1,5,125,98,223,TAN-015485,EM.3918,MKUTI,,TZA,Mtwara,Tandahimba,Ngunja,-10.52495022,39.39019758,0101000020E6100000078A8AFEF1B1434023DB7546C60C25C0
TAN-015488,2021,EM.3153,8,0,8,287,272,559,TAN-015488,EM.3153,NAMINDONDI,,TZA,Mtwara,Tandahimba,Ngunja,-10.41120621,39.46244831,0101000020E61000002EC5978131BB434066B9CF9E89D224C0
TAN-015491,2021,EM.5245,6,0,6,102,116,218,TAN-015491,EM.5245,NANNALA,,TZA,Mtwara,Tandahimba,Ngunja,-10.48698,39.40724742,0101000020E6100000E323F7AE20B44340B79C4B7155F924C0
TAN-015492,2021,EM.2059,3,2,5,249,245,494,TAN-015492,EM.2059,NGUNJA,,TZA,Mtwara,Tandahimba,Ngunja,-10.45414379,39.41213864,0101000020E6100000E51B7EF5C0B443408676EB8885E824C0
TAN-015495,2021,EM.13349,9,15,24,530,603,1133,TAN-015495,EM.13349,AMANI,,TZA,Mtwara,Tandahimba,Tandahimba,-10.761512,39.633557,0101000020E61000007193516518D14340EA059FE6E48525C0
TAN-015498,2021,EM.5217,3,7,10,306,294,600,TAN-015498,EM.5217,MADABA,,TZA,Mtwara,Tandahimba,Tandahimba,-10.76182173,39.67862067,0101000020E61000001205C80ADDD64340DB766F7F0D8625C0
TAN-015501,2021,EM.5220,6,13,19,487,483,970,TAN-015501,EM.5220,MATOGORO,,TZA,Mtwara,Tandahimba,Tandahimba,-10.75409624,39.63702692,0101000020E61000002A091E198AD1434053AC01E7188225C0
TAN-015504,2021,EM.2156,15,9,24,1356,1443,2799,TAN-015504,EM.2156,BULYAHEKE,,TZA,Mwanza,Sengerema,Nyampulukano,-2.618359223,32.65266364,0101000020E61000004E8B6E7B8A53404043B8FF5166F204C0
TAN-015507,2021,EM.6404,9,7,16,663,664,1327,TAN-015507,EM.6404,ITABAGUMBA,,TZA,Mwanza,Sengerema,Bulyaheke,-2.28022035,32.30819335,0101000020E61000001F8C33E172274040AF63B72AE43D02C0
TAN-015510,2021,EM.3595,13,3,16,590,531,1121,TAN-015510,EM.3595,LUSHAMBA,,TZA,Mwanza,,,-2.197574683,32.2411022,0101000020E610000030FFD76FDC1E404042051009A29401C0
TAN-015513,2021,EM.14458,11,8,19,677,635,1312,TAN-015513,EM.14458,MANDELA,,TZA,Mwanza,Sengerema,Bulyaheke,-2.295324,32.273371,0101000020E6100000605628D2FD2240408ECA4DD4D25C02C0
TAN-015516,2021,EM.11420,8,0,8,169,197,366,TAN-015516,EM.11420,SOSWA,,TZA,Mwanza,Sengerema,Bulyaheke,-2.170312784,32.14711056,0101000020E6100000520CD284D412404038F7EAF2CC5C01C0
TAN-015519,2021,EM.4334,10,5,15,432,429,861,TAN-015519,EM.4334,BUHINDI,,TZA,Mwanza,Sengerema,Bupandwa,-2.39569,32.191331,0101000020E610000001DBC1887D1840407CD5CA845F2A03C0
TAN-015522,2021,EM.9385,11,5,16,645,650,1295,TAN-015522,EM.9385,BUPANDWAMHELA,,TZA,Mwanza,Sengerema,Bupandwa,-2.39569,32.191331,0101000020E610000001DBC1887D1840407CD5CA845F2A03C0
TAN-015525,2021,EM.9912,10,5,15,314,387,701,TAN-015525,EM.9912,CHEMA,,TZA,Mwanza,Sengerema,Bupandwa,-2.39569,32.191331,0101000020E610000001DBC1887D1840407CD5CA845F2A03C0
TAN-015528,2021,EM.6405,8,3,11,406,378,784,TAN-015528,EM.6405,ITULABUSIGA,,TZA,Mwanza,Sengerema,Bupandwa,-2.39569,32.191331,0101000020E610000001DBC1887D1840407CD5CA845F2A03C0
TAN-015531,2021,EM.14459,4,9,13,591,586,1177,TAN-015531,EM.14459,NYAMIMINA,,TZA,Mwanza,Sengerema,Bupandwa,-2.39569,32.191331,0101000020E610000001DBC1887D1840407CD5CA845F2A03C0
TAN-015534,2021,EM.1327,12,2,14,460,441,901,TAN-015534,EM.1327,IRENZA,,TZA,Mwanza,Sengerema,Irenza,-2.399575026,32.3342534,0101000020E6100000D5C9BED0C82A40402EBF2764543203C0
TAN-015537,2021,EM.14457,14,6,20,908,926,1834,TAN-015537,EM.14457,MAJENGO,,TZA,Mwanza,Sengerema,Irenza,-2.409053706,32.32995865,0101000020E61000002364C5153C2A4040EC9E0CF3BD4503C0
TAN-015540,2021,EM.7268,13,1,14,577,532,1109,TAN-015540,EM.7268,NYANGALAMILA,,TZA,Mwanza,Sengerema,Irenza,-2.412526064,32.36435039,0101000020E6100000DCAA9808A32E404055050D77DA4C03C0
TAN-015543,2021,EM.6398,7,3,10,402,383,785,TAN-015543,EM.6398,BILULUMO,,TZA,Mwanza,Sengerema,Kafunzo,-2.47309852,32.22222842,0101000020E610000025121AFB711C4040EF7C79E0E7C803C0
TAN-015546,2021,EM.6406,5,7,12,525,503,1028,TAN-015546,EM.6406,KAFUNZO,,TZA,Mwanza,Sengerema,Kafunzo,-2.456470067,32.18973335,0101000020E6100000F29AB22E4918404085F14AC7D9A603C0
TAN-015549,2021,EM.5252,9,4,13,584,616,1200,TAN-015549,EM.5252,LUHORONGOMA,,TZA,Mwanza,Sengerema,Kafunzo,-2.476959793,32.20452546,0101000020E61000001EF3E8E32D1A40401289C34BD0D003C0
TAN-015552,2021,EM.1740,9,2,11,382,428,810,TAN-015552,EM.1740,BUSEKESEKE,,TZA,Mwanza,Sengerema,Kalebezo,-2.544735,32.35303,0101000020E6100000E1404816302D40407AE40F069E5B04C0
TAN-015555,2021,EM.1091,9,8,17,486,487,973,TAN-015555,EM.1091,KALEBEZO,,TZA,Mwanza,Sengerema,Kalebezo,-2.544735,32.35303,0101000020E6100000E1404816302D40407AE40F069E5B04C0
TAN-015558,2021,EM.3922,8,2,10,187,259,446,TAN-015558,EM.3922,KATOMA,,TZA,Mwanza,Sengerema,Kalebezo,-2.544735,32.35303,0101000020E6100000E1404816302D40407AE40F069E5B04C0
TAN-015561,2021,EM.6413,9,4,13,519,507,1026,TAN-015561,EM.6413,MAGULUKENDA,,TZA,Mwanza,Sengerema,Kalebezo,-2.544735,32.35303,0101000020E6100000E1404816302D40407AE40F069E5B04C0
TAN-015564,2021,EM.12072,7,5,12,476,486,962,TAN-015564,EM.12072,MISUNGWI,,TZA,Mwanza,Sengerema,Kalebezo,-2.544735,32.35303,0101000020E6100000E1404816302D40407AE40F069E5B04C0
TAN-015567,2021,EM.13741,6,1,7,220,217,437,TAN-015567,EM.13741,MWABASABI,,TZA,Mwanza,Sengerema,Kalebezo,-2.544735,32.35303,0101000020E6100000E1404816302D40407AE40F069E5B04C0
TAN-015570,2021,EM.6416,6,3,9,219,219,438,TAN-015570,EM.6416,NYASHANA,,TZA,Mwanza,Sengerema,Kalebezo,-2.544735,32.35303,0101000020E6100000E1404816302D40407AE40F069E5B04C0
TAN-015573,2021,EM.6407,17,5,22,922,933,1855,TAN-015573,EM.6407,KAHUNDA,,TZA,Mwanza,Sengerema,Katwe,-2.3956528,32.0636713,0101000020E6100000CF989361260840400F91E4034C2A03C0
TAN-015576,2021,EM.5250,15,6,21,845,794,1639,TAN-015576,EM.5250,KATWE,,TZA,Mwanza,Sengerema,Katwe,-2.4130368,32.0868717,0101000020E61000005639A39C1E0B40401F5BE03CE64D03C0
TAN-015579,2021,EM.9386,8,2,10,431,454,885,TAN-015579,EM.9386,IZINDABO,,TZA,Mwanza,Sengerema,Lugata,-2.338092,32.442691,0101000020E6100000E59D4319AA3840405950189469B402C0
TAN-015582,2021,EM.3594,7,2,9,465,472,937,TAN-015582,EM.3594,KABAGANGA,,TZA,Mwanza,Sengerema,Lugata,-2.338092,32.442691,0101000020E6100000E59D4319AA3840405950189469B402C0
TAN-015585,2021,EM.1092,9,4,13,706,708,1414,TAN-015585,EM.1092,LUGATA,,TZA,Mwanza,Sengerema,Lugata,-2.338092,32.442691,0101000020E6100000E59D4319AA3840405950189469B402C0
TAN-015588,2021,EM.12073,17,7,24,1193,1258,2451,TAN-015588,EM.12073,MUUNGANO,,TZA,Mwanza,Sengerema,Lugata,-2.338092,32.442691,0101000020E6100000E59D4319AA3840405950189469B402C0
TAN-015589,2021,EM.6414,14,2,16,453,473,926,TAN-015589,EM.6414,NYAKABANGA,,TZA,Mwanza,Sengerema,Lugata,-2.338092,32.442691,0101000020E6100000E59D4319AA3840405950189469B402C0
TAN-015592,2021,EM.13739,7,1,8,425,381,806,TAN-015592,EM.13739,BUSIKIMBI,,TZA,Mwanza,Sengerema,Maisome,-2.329913487,32.0469255,0101000020E61000009AEC9FA7010640400265A9AEA9A302C0
TAN-015594,2021,EM.14452,8,3,11,247,260,507,TAN-015594,EM.14452,ILOGERO,,TZA,Mwanza,Sengerema,Maisome,-2.279494192,32.05102364,0101000020E6100000BA8F50F187064040DD7E7073673C02C0
TAN-015597,2021,EM.14454,7,1,8,225,208,433,TAN-015597,EM.14454,KAGOROGORO,,TZA,Mwanza,Sengerema,Maisome,-2.297029,32.014449,0101000020E6100000DE3AFF76D90140406CB587BD506002C0
TAN-015600,2021,EM.2808,10,0,10,263,266,529,TAN-015600,EM.2808,KANONI,,TZA,Mwanza,,Maisome,-2.315619399,32.05813114,0101000020E6100000F09658D7700740406281A576638602C0
TAN-015603,2021,EM.6411,8,1,9,223,206,429,TAN-015603,EM.6411,KISABA,,TZA,Mwanza,Sengerema,Maisome,-2.279186773,32.05123967,0101000020E6100000347481058F06404012165C46C63B02C0
TAN-015606,2021,EM.13740,8,4,12,392,435,827,TAN-015606,EM.13740,KASELA,,TZA,Mwanza,Sengerema,Nyakaliro,-2.499644,32.412333,0101000020E6100000E107E753C734404018247D5A45FF03C0
TAN-015609,2021,EM.12071,8,7,15,733,749,1482,TAN-015609,EM.12071,LUGASA,,TZA,Mwanza,Sengerema,Nyakaliro,-2.499644,32.412333,0101000020E6100000E107E753C734404018247D5A45FF03C0
TAN-015612,2021,EM.1329,8,3,11,349,373,722,TAN-015612,EM.1329,LUMEYA,,TZA,Mwanza,Sengerema,Nyakaliro,-2.499644,32.412333,0101000020E6100000E107E753C734404018247D5A45FF03C0
TAN-015615,2021,EM.6403,8,2,10,551,524,1075,TAN-015615,EM.6403,ISENYI,,TZA,Mwanza,Sengerema,Nyakasasa,-2.416980862,32.45617946,0101000020E61000004AE7AA16643A40407AC8EA0FFA5503C0
TAN-015618,2021,EM.1904,10,1,11,549,575,1124,TAN-015618,EM.1904,NYAKASASA,,TZA,Mwanza,Sengerema,Nyakasasa,-2.379015555,32.49010214,0101000020E6100000F37FBBAABB3E4040CB33AB4E390803C0
TAN-015621,2021,EM.14451,8,3,11,432,453,885,TAN-015621,EM.14451,AZIMIO,,TZA,Mwanza,Sengerema,Nyanzenda,-2.594632326,32.51672852,0101000020E6100000BE27FF2824424040EA83CA97CEC104C0
TAN-015624,2021,EM.6401,8,2,10,259,290,549,TAN-015624,EM.6401,IGWANZOZU,,TZA,Mwanza,Sengerema,Nyakasunga,-2.561095416,32.45570667,0101000020E61000000A1C9E98543A40407F3EED971F7D04C0
TAN-015627,2021,EM.5253,9,2,11,490,460,950,TAN-015627,EM.5253,NYAKASUNGWA,,TZA,Mwanza,Sengerema,Nyakasunga,-2.526074259,32.47465593,0101000020E6100000EA198886C13C40402561CD6B663504C0
TAN-015630,2021,EM.4335,8,1,9,231,263,494,TAN-015630,EM.4335,BUSWELU,,TZA,Mwanza,Sengerema,Nyanzenda,-2.60421973,32.39328629,0101000020E6100000F1C184345732404067955F2771D504C0
TAN-015633,2021,EM.14456,8,8,16,695,666,1361,TAN-015633,EM.14456,KIDETE,,TZA,Mwanza,Sengerema,Nyanzenda,-2.550984807,32.50954751,0101000020E6100000A79A51DA384140405243F5B86A6804C0
TAN-015636,2021,EM.1328,15,7,22,793,873,1666,TAN-015636,EM.1328,LUCHILI,,TZA,Mwanza,Sengerema,Nyanzenda,-2.550984807,32.50954751,0101000020E6100000A79A51DA384140405243F5B86A6804C0
TAN-015639,2021,EM.1093,12,4,16,596,616,1212,TAN-015639,EM.1093,MIGUKULAMA,,TZA,Mwanza,Sengerema,Nyanzenda,-2.607960541,32.4627213,0101000020E6100000D05499733A3B4040E7D3866A1ADD04C0
TAN-015642,2021,EM.9541,8,6,14,323,329,652,TAN-015642,EM.9541,NYAMABANO,,TZA,Mwanza,Sengerema,Nyanzenda,-2.590325973,32.52419529,0101000020E610000035A2CDD418434040731DE0D2FCB804C0
TAN-015645,2021,EM.2495,9,2,11,513,440,953,TAN-015645,EM.2495,NYANZENDA,,TZA,Mwanza,Sengerema,Nyanzenda,-2.591437697,32.49817967,0101000020E61000004E17F759C43F404078E4F1AF43BB04C0
TAN-015648,2021,EM.12070,18,16,34,1437,1419,2856,TAN-015648,EM.12070,BUKILIGULU,,TZA,Mwanza,Sengerema,Nyehunge,-2.514261,32.272133,0101000020E6100000C8940F41D5224040B5DD04DF341D04C0
TAN-015651,2021,EM.2293,13,8,21,995,969,1964,TAN-015651,EM.2293,ISAKA,,TZA,Mwanza,Sengerema,Nyehunge,-2.514261,32.272133,0101000020E6100000C8940F41D5224040B5DD04DF341D04C0
TAN-015654,2021,EM.6410,10,1,11,535,515,1050,TAN-015654,EM.6410,KAYENZE,,TZA,Mwanza,Sengerema,Nyehunge,-2.514261,32.272133,0101000020E6100000C8940F41D5224040B5DD04DF341D04C0
TAN-015657,2021,EM.12074,13,17,30,1591,1686,3277,TAN-015657,EM.12074,NG'WABASABI,,TZA,Mwanza,Sengerema,Nyehunge,-2.514261,32.272133,0101000020E6100000C8940F41D5224040B5DD04DF341D04C0
TAN-015660,2021,EM.5254,20,3,23,690,694,1384,TAN-015660,EM.5254,NYAMADOKE,,TZA,Mwanza,Sengerema,Nyehunge,-2.514261,32.272133,0101000020E6100000C8940F41D5224040B5DD04DF341D04C0
TAN-015663,2021,EM.1655,11,16,27,1385,1351,2736,TAN-015663,EM.1655,NYEHUNGE,,TZA,Mwanza,Sengerema,Nyehunge,-2.514261,32.272133,0101000020E6100000C8940F41D5224040B5DD04DF341D04C0
TAN-015666,2021,EM.1508,7,11,18,715,709,1424,TAN-015666,EM.1508,BUGOGWA,,TZA,Mwanza,Ilemela,Bugogwa,-2.434798,32.978494,0101000020E610000086AA984A3F7D4040FEEDB25F777A03C0
TAN-015668,2021,EM.12085,8,7,15,535,576,1111,TAN-015668,EM.12085,KABANGAJA,,TZA,Mwanza,Ilemela,Bugogwa,-2.391558941,32.97891748,0101000020E6100000970A012B4D7D4040416970A7E92103C0
TAN-015670,2021,EM.8598,4,2,6,342,295,637,TAN-015670,EM.8598,KILABELA,,TZA,Mwanza,Ilemela,Bugogwa,-2.427150568,32.98274871,0101000020E61000006FD1B0B5CA7D4040FC38C0EACD6A03C0
TAN-015672,2021,EM.911,5,30,35,1089,1131,2220,TAN-015672,EM.911,BUSWELU,,TZA,Mwanza,Ilemela,Buswelu,-2.515613603,32.97526341,0101000020E6100000BC77716ED57C4040D30F5206FA1F04C0
TAN-015674,2021,EM.11421,6,12,18,655,770,1425,TAN-015674,EM.11421,BUGUNGUMUKI,,TZA,Mwanza,Ilemela,Kirumba,-2.497004,32.886828,0101000020E6100000AB9674948371404077D9AF3BDDF903C0
TAN-015676,2021,EM.2296,5,18,23,576,584,1160,TAN-015676,EM.2296,KIRUMBA,,TZA,Mwanza,Ilemela,Kirumba,-2.497004,32.886828,0101000020E6100000AB9674948371404077D9AF3BDDF903C0
TAN-015678,2021,EM.2809,5,11,16,346,315,661,TAN-015678,EM.2809,KITANGIRI,,TZA,Mwanza,Ilemela,Kitangiri,-2.486507,32.890582,0101000020E610000001344A97FE714040593332C85DE403C0
TAN-015680,2021,EM.11422,4,6,10,341,394,735,TAN-015680,EM.11422,MIHAMA,,TZA,Mwanza,Ilemela,Kitangiri,-2.486507,32.890582,0101000020E610000001344A97FE714040593332C85DE403C0
TAN-015682,2021,EM.3340,3,21,24,555,500,1055,TAN-015682,EM.3340,GEDELI,,TZA,Mwanza,Ilemela,Nyakato,-2.534431221,32.95749694,0101000020E6100000F8A87D428F7A4040344041E0834604C0
TAN-015684,2021,EM.11423,2,14,16,622,630,1252,TAN-015684,EM.11423,MKUDI,,TZA,Mwanza,Nyamagana,Nyamanoro,-2.500411475,32.90942734,0101000020E6100000B3B1751D6874404050583DBBD70004C0
TAN-015686,2021,EM.4339,6,21,27,530,607,1137,TAN-015686,EM.4339,MWENGE,,TZA,Mwanza,Nyamagana,Nyamanoro,-2.502473722,32.90243787,0101000020E6100000342989158373404015B758F1100504C0
TAN-015688,2021,EM.10493,7,0,7,295,294,589,TAN-015688,EM.10493,ISESA,,TZA,Mwanza,Ilemela,Sangabuye,-2.406894,33.037132,0101000020E61000004AD1CABDC08440404D8237A4514103C0
TAN-015690,2021,EM.1095,4,4,8,251,263,514,TAN-015690,EM.1095,KABUSUNGU,,TZA,Mwanza,Ilemela,Sangabuye,-2.406894,33.037132,0101000020E61000004AD1CABDC08440404D8237A4514103C0
TAN-015692,2021,EM.6418,10,4,14,481,509,990,TAN-015692,EM.6418,NYAFULA,,TZA,Mwanza,Ilemela,Sangabuye,-2.398869,33.0239263,0101000020E6100000D4015A0410834040151BF33AE23003C0
TAN-015694,2021,EM.6419,7,1,8,430,439,869,TAN-015694,EM.6419,SANGABUYE,,TZA,Mwanza,Ilemela,Sangabuye,-2.406894,33.037132,0101000020E61000004AD1CABDC08440404D8237A4514103C0
TAN-015696,2021,EM.12789,6,2,8,337,309,646,TAN-015696,EM.12789,BUGANDO,,TZA,Mwanza,Kwimba,Bugando,-2.725511854,33.45450895,0101000020E6100000A1FE69592DBA40409752AE28D9CD05C0
TAN-015699,2021,EM.6423,7,2,9,210,234,444,TAN-015699,EM.6423,ICHEJA,,TZA,Mwanza,Kwimba,Bugando,-2.697451426,33.44677959,0101000020E6100000FFC8D71230B940409FBFC969619405C0
TAN-015702,2021,EM.5276,6,1,7,389,475,864,TAN-015702,EM.5276,NYAMIGAMBA,,TZA,Mwanza,Kwimba,Bugando,-2.73514283,33.46466979,0101000020E61000009EBEB74C7ABB40403EE9659092E105C0
TAN-015705,2021,EM.775,7,4,11,458,454,912,TAN-015705,EM.775,BUNGULWA,,TZA,Mwanza,Kwimba,Bungulwa,-2.752788365,33.31376317,0101000020E61000006EEB3C6429A84040DEDF03E8B50506C0
TAN-015708,2021,EM.7280,6,3,9,374,370,744,TAN-015708,EM.7280,NYANGALAMILA,,TZA,Mwanza,Kwimba,Bungulwa,-2.760807467,33.30036872,0101000020E61000001992727B72A64040718AAA39221606C0
TAN-015711,2021,EM.6421,6,6,12,300,318,618,TAN-015711,EM.6421,BUPAMWA,,TZA,Mwanza,Kwimba,Bupamwa,-3.235720997,33.10792279,0101000020E610000084C5FA69D08D40409DC3A8B0C1E209C0
TAN-015714,2021,EM.1656,9,3,12,393,447,840,TAN-015714,EM.1656,CHASALAWI,,TZA,Mwanza,Kwimba,Bupamwa,-3.251502188,33.07234295,0101000020E61000004F2CA68842894040D8A8429413030AC0
TAN-015717,2021,EM.5260,6,1,7,313,366,679,TAN-015717,EM.5260,DODOMA,,TZA,Mwanza,Kwimba,Bupamwa,-3.257946272,33.00357418,0101000020E6100000E21A651E75804040C4EB922246100AC0
TAN-015720,2021,EM.8789,5,0,5,90,108,198,TAN-015720,EM.8789,ITEGAMATU,,TZA,Mwanza,Kwimba,Bupamwa,-3.184646426,32.96117225,0101000020E61000004FC939B1077B40403FF2C7E7277A09C0
TAN-015723,2021,EM.2811,6,1,7,353,378,731,TAN-015723,EM.2811,KILIWI,,TZA,Mwanza,Kwimba,Bupamwa,-3.212674843,33.01100869,0101000020E6100000CAC295BB688140407BEF3ADE8EB309C0
